SerialNo,QRText,QRValue
0002040,A1847068901,4342203225482520
0002041,A1067413732,4282423157311421
0002042,A1633185714,4349444541364783
0002043,A1803683837,8649367425566464
0002044,A1970875441,6902753226498506
0002045,A2109392541,8160459486201608
0002046,A1306244369,3259335466412445
0002047,A1096906131,1514462276317698
0002048,A1321940070,9116433689830870
0002049,A2028065232,9854371067179311
0002050,A2130097854,8672803765014242
0002051,A1489105623,5614522743276406
0002052,A1556752256,5286317339196267
0002053,A1569302127,3036187086209893
0002054,A1212823230,1799044931716533
0002055,A2143738597,5976939534536690
0002056,A1117759699,1515975390494461
0002057,A2118183697,3921842961543911
0002058,A1183319007,6883713338277409
0002059,A1499344352,8003686451659894
0002060,A1732866571,6902861544950734
0002061,A1818353101,7439853599765636
0002062,A1644531643,4778640622882304
0002063,A1933568460,5334495338741421
0002064,A1599309563,7936772412231483
0002065,A1895069773,9090833297154171
0002066,A1568656756,3554429441394940
0002067,A1704990762,8139752993383956
0002068,A1850219720,1093445657509608
0002069,A1044246089,3398360587308093
0002070,A1063736304,1450264472826307
0002071,A1988574659,8717123261333254
0002072,A1526046796,5250678343591913
0002073,A1279869945,4915404421982989
0002074,A1148591303,3601408761814799
0002075,A1659841872,5069659059850704
0002076,A1628724509,4417561477928800
0002077,A1396815622,9456365454492570
0002078,A1130876309,1218636987631085
0002079,A1529968853,9750062073464078
0002080,A1538756678,5708189023802800
0002081,A1326066537,7822310148842308
0002082,A1712907536,6946896892196490
0002083,A1521444974,3894339048401548
0002084,A1682909062,3265026886390249
0002085,A1247498845,5363979455383442
0002086,A1402501021,2493180860237865
0002087,A2117635103,5415790189807990
0002088,A1119584283,7387575819938989
0002089,A1233751821,7727141684984863
0002090,A1812191081,9969238255006162
0002091,A1766618974,7969486892072152
0002092,A2124281387,8608017457790984
0002093,A1165396905,9583792681227620
0002094,A1735080739,1841420015232223
0002095,A1376467099,7756097871913386
0002096,A1740794025,9085300358546573
0002097,A1411151595,1999761982568812
0002098,A1168631804,5459712312923988
0002099,A1305929465,2619491714347342
0002100,A1368512074,4758137592197550
0002101,A1091946941,7719605839251007
0002102,A2063276023,9343442252955399
0002103,A2075040411,3123176167559619
0002104,A2116787916,2859666629093880
0002105,A1879868085,4000469145743700
0002106,A1950827480,7985204096314779
0002107,A1484819521,6023141686418412
0002108,A1337083393,4145452589694762
0002109,A1796064861,5690162235097745
0002110,A2009124720,7418537869885257
0002111,A1553898550,8406917058256551
0002112,A2007619030,6044258441218141
0002113,A1841248515,4613186584126555
0002114,A1241710888,7378422269621241
0002115,A2032568952,4465518591400952
0002116,A1681795668,4421596624592431
0002117,A1729038282,4941904246342876
0002118,A1102413704,9087771687349957
0002119,A1073682959,8077333645741532
0002120,A1504334923,3095803646532799
0002121,A1227681852,1516993157046382
0002122,A2117832181,5414881444527494
0002123,A1775664890,8998017479562105
0002124,A1057700049,1859455043720174
0002125,A1155397651,2906761586447192
0002126,A1214160881,4545133596799338
0002127,A2125730042,1896241722685655
0002128,A1133940835,3196787634766336
0002129,A1300161086,4541108093191453
0002130,A1776547996,8325093179669247
0002131,A2089811235,3642497125173828
0002132,A1479313552,1110033268614291
0002133,A1160327176,9331259190506370
0002134,A1597628078,9263760254235791
0002135,A1446630290,6265472840824491
0002136,A1033438962,9584433671810101
0002137,A1011510090,8898196545322001
0002138,A1496505892,5126243221995619
0002139,A1304046760,1735234183202054
0002140,A1284066538,7413197918737733
0002141,A1527027006,9993073416729243
0002142,A2146117609,1904894982169578
0002143,A1236462548,7459446827967283
0002144,A1227366257,1422231152138742
0002145,A1080234201,5142035126324814
0002146,A1745225141,7547498669313146
0002147,A2070243270,3091968049566743
0002148,A1272608358,7000382794268964
0002149,A1437921144,5653441585162537
0002150,A1040521590,2374661093747989
0002151,A1961492317,9029481229180612
0002152,A1915037085,1553741792706866
0002153,A1478201679,4513746753605779
0002154,A1620341294,8407635331249867
0002155,A1558987969,8306986284759654
0002156,A2060571435,4264922599842080
0002157,A2092287201,6539728041877353
0002158,A1177081047,3833820053212299
0002159,A1754419376,2995468739926907
0002160,A1158866284,6554561162514533
0002161,A2109323955,2536813760847857
0002162,A1308791577,4242066423927497
0002163,A1292711994,3452433045882933
0002164,A1301124532,3094331440337519
0002165,A1200266079,4528693246843325
0002166,A1233536836,7753853386933963
0002167,A1121241973,5116398623885190
0002168,A1960322147,1750740358349329
0002169,A1661341193,7152332861956612
0002170,A1841083999,2259764685582728
0002171,A1672934893,3504626979591854
0002172,A2033898655,6164787168708216
0002173,A1770114649,2962352550649197
0002174,A1775598952,7022512718124894
0002175,A1687969318,7205285744453965
0002176,A1019632609,9818153993051267
0002177,A1081203260,5085411452416153
0002178,A1548152211,1295096824381625
0002179,A1492517111,2168658217860733
0002180,A1031855778,7234865470897334
0002181,A1662619343,5698981721926683
0002182,A1641318469,7083798695897043
0002183,A1646997999,3461612083639059
0002184,A1868710253,5791486557915007
0002185,A1462624178,4867715280938858
0002186,A1073442723,3136131045454545
0002187,A1177163371,6033080173341788
0002188,A1751032432,6959933771743531
0002189,A1422867810,1978701632095301
0002190,A1703920400,5246190249961288
0002191,A1648296182,6790348157274869
0002192,A1889323576,1886127223235309
0002193,A2099011523,1365894211214870
0002194,A1491593735,5079416973565418
0002195,A1120003947,3823386592939247
0002196,A2077374261,1670817664273815
0002197,A1426389194,4286904790325271
0002198,A1795667553,8860316222017853
0002199,A2116317308,9306554087390478
0002200,A1512327882,2713362961050970
0002201,A1813460629,9553543382154217
0002202,A1429385459,2728762490011383
0002203,A1008161636,6653290339815880
0002204,A1735709764,1956208427702368
0002205,A1436549631,7533844219536631
0002206,A2144632406,5949313441365472
0002207,A1877242111,4866542813078839
0002208,A1737213441,3176746319592854
0002209,A1632850198,8844129579300317
0002210,A1449520560,8219631525795730
0002211,A1329516893,5601505886525312
0002212,A1512082426,7475517755258735
0002213,A2037978014,7573443620946240
0002214,A1037329742,9386100750175272
0002215,A1311834231,7573921633306962
0002216,A1798430646,3816651223264719
0002217,A1031635121,9777917543572405
0002218,A1586810467,7137886778468199
0002219,A1611635953,1598025673767969
0002220,A1797646019,8404175238846327
0002221,A1136564145,6538311984336586
0002222,A1178754358,4185871863547025
0002223,A1397501791,9407577310583265
0002224,A1692033314,1836516983758697
0002225,A1260341499,7587641754804419
0002226,A1674510866,4336355056028245
0002227,A1972631261,8701311260274782
0002228,A1714443694,4277579584417139
0002229,A1920834274,7981982384636189
0002230,A1102726724,9219176868774920
0002231,A1911494266,2884983691692682
0002232,A1919260790,9221679738477887
0002233,A1711933095,2043778543880498
0002234,A1761928336,4144584844090737
0002235,A1161686238,4820332489414006
0002236,A1635115723,3560577395502448
0002237,A1301708894,9506856372616705
0002238,A1226178262,8627547097028639
0002239,A1874274734,5467546732607324
0002240,A2146456616,4179682362038893
0002241,A1878600628,3311994211884005
0002242,A1405550613,8278713089515331
0002243,A2046326768,4831931883659619
0002244,A1208160316,9706488032925764
0002245,A1154881570,2652595455567264
0002246,A1206343635,5335414394572469
0002247,A2083774500,3240961754214049
0002248,A2008940821,8439333297123203
0002249,A2098501587,6375104042574364
0002250,A2079451166,1352836847541330
0002251,A1074848616,6591923778640960
0002252,A1915967407,9084910018325905
0002253,A1410629987,8087310865416193
0002254,A2146191762,6774769387286454
0002255,A1150993923,1733724798003681
0002256,A1506052285,1559197769749515
0002257,A1528625011,6238749811321324
0002258,A1357439299,1491631419387206
0002259,A1099765341,8977709348726609
0002260,A1060699346,4565012929036089
0002261,A1598488806,9740196944790950
0002262,A1460501627,2045596841145642
0002263,A1564623197,4030614235676853
0002264,A1474820556,8397731172481033
0002265,A1371737225,9510445764661923
0002266,A1725816490,7729091177056084
0002267,A2136257714,5646727358159063
0002268,A1801005403,5320266651140868
0002269,A1461798501,7783570861002923
0002270,A1755474606,7401675911072007
0002271,A1759880198,3744593145222979
0002272,A1463839716,5295770670345722
0002273,A1541809959,7572453996881278
0002274,A1724929673,9540613675285833
0002275,A1434420262,1422001778410186
0002276,A1367708459,9887857719811855
0002277,A1570239231,5089724822486182
0002278,A1786287984,1564127889182854
0002279,A1776171024,8411611854199303
0002280,A2066523343,9989828142620259
0002281,A1894306927,8503104766289381
0002282,A1313707317,7764206156531380
0002283,A1347535232,9277617152146751
0002284,A2075016242,2443209011566371
0002285,A1894716021,4226148261061136
0002286,A1929120430,3875218548982649
0002287,A1799804798,1737971678957130
0002288,A1525178632,2452847133119511
0002289,A2001954992,9792877031804652
0002290,A1587003225,7550307768841587
0002291,A1205863906,5884542275826256
0002292,A1691818141,8671531920375088
0002293,A1114703138,1946781636577954
0002294,A1278950797,1158223616102405
0002295,A1735219595,6040908136465158
0002296,A1139225599,9149571873379795
0002297,A1358546805,8800379655363932
0002298,A1066511393,3091939992518565
0002299,A1684195140,3895165170502576
0002300,A1422909822,4601902079713290
0002301,A1315261292,8121792827273094
0002302,A1934627523,7816978165586667
0002303,A1328181786,2591378555546162
0002304,A1518739717,7387677529284368
0002305,A1158157602,5085187515797479
0002306,A1801386324,8352596364119389
0002307,A2104827248,7766601316433052
0002308,A1617408125,2791840587499279
0002309,A1171837644,2092976437926022
0002310,A1934659732,1059789057763668
0002311,A1508367281,7582658173448795
0002312,A1597515953,9715207630364307
0002313,A2005059394,8435993882239298
0002314,A1776189698,8517969475581932
0002315,A1227375587,8743567024127020
0002316,A1332509713,9281195880067522
0002317,A1978179915,9080840255425686
0002318,A1081384475,4651551768353005
0002319,A1806811541,7630187063299522
0002320,A1379610719,6982750967240016
0002321,A1352668196,5243242325315894
0002322,A2119210846,1081353598050193
0002323,A1584395222,6554002953699798
0002324,A1961759243,8402541399166023
0002325,A1916458087,3577586192486318
0002326,A1393346166,4059122240482734
0002327,A1807984795,8739808828117804
0002328,A1610187175,9658660219789487
0002329,A1029808839,4348932439311063
0002330,A1064970394,8358442430850205
0002331,A1727565632,5905549624532429
0002332,A1191238123,4321784542747270
0002333,A1640882851,3005113986622134
0002334,A1204976620,8024399137271928
0002335,A1336183693,1128791416782989
0002336,A1589802293,3450309620739656
0002337,A1839788292,4242911845710647
0002338,A1290909901,6640155382429419
0002339,A1498801102,7980214455845820
0002340,A1070460694,9544451167324210
0002341,A1748913234,5073978281955603
0002342,A1291328158,2836838734969916
0002343,A1951564771,6688080792558014
0002344,A1634163821,8058508020540083
0002345,A1559214679,5729543217154097
0002346,A2030770225,3149077595298688
0002347,A1038332299,5607831818986227
0002348,A1236782070,3922910251155306
0002349,A1958015709,4424799592653941
0002350,A1409307538,7587706863415700
0002351,A1980479520,5473962934606627
0002352,A1246045023,5733769639504209
0002353,A1577774905,1351813182919525
0002354,A1915603630,7162606767622288
0002355,A1231812622,2612763961844037
0002356,A1320920125,7895618719106121
0002357,A1832248508,5827633658311369
0002358,A1644466741,1251991049366193
0002359,A1616300504,5016772221510679
0002360,A1392698200,4771003484120390
0002361,A1412022796,5253058491003737
0002362,A1371559215,7283759635845450
0002363,A1968137769,3456267599957735
0002364,A1862523776,4552955027972643
0002365,A1157832081,3119342484452250
0002366,A1527382701,1038976623101463
0002367,A2011204271,5996899265291807
0002368,A1937721357,6682768527600732
0002369,A1065079293,3635431852219719
0002370,A1959301859,7095993917169974
0002371,A1229414232,2451602665808095
0002372,A2132172830,4949709829095482
0002373,A1849374421,8903932553290041
0002374,A1331477254,4923710754393511
0002375,A1116640252,9762543422746785
0002376,A1386813238,4816796781326484
0002377,A1700142790,1697404449777955
0002378,A2127201447,5148902887741040
0002379,A1240061018,5876815285702897
0002380,A1808376798,3403798346483277
0002381,A1938714690,1069302263602734
0002382,A2055528919,5965635731013523
0002383,A1665088508,2358002881696325
0002384,A1705788734,7474538621350439
0002385,A1762584754,6331268220731884
0002386,A1138951294,7439943569202250
0002387,A1061886940,7476560488186349
0002388,A1776377681,3032649063985895
0002389,A1731737802,2958431273026997
0002390,A1867842574,7997055090728945
0002391,A1425749380,1321554565001342
0002392,A1086785000,5237285548544085
0002393,A2030067723,2636062347969076
0002394,A2042084236,7817417634587939
0002395,A2142768244,9955717342228656
0002396,A1362445671,3859779488176345
0002397,A1854354575,1793028784368716
0002398,A1210380257,6854905759272377
0002399,A1615777050,2273249580366530
0002400,A2142598422,3539574340072044
0002401,A1611819484,8409749243609477
0002402,A2032319382,3196418371529841
0002403,A1590942558,6300465720939826
0002404,A1792883137,3010751958038811
0002405,A1270719109,2312068496591426
0002406,A1683370004,7126307530769316
0002407,A1277400838,3896450190986516
0002408,A1954332218,1105789772040262
0002409,A1081091764,2689193644666486
0002410,A1073043263,5850983539640359
0002411,A1741753251,9117393690964879
0002412,A1100685722,4374673594076682
0002413,A2032460675,1866277977592989
0002414,A1773898866,8207841975593136
0002415,A1857253398,1482135787822767
0002416,A1335701504,9526747255428372
0002417,A1671672542,9469851551469419
0002418,A1632355474,7785960096431241
0002419,A1498333375,7313587283039595
0002420,A1784996291,8460715015072247
0002421,A1342502891,5062013014494821
0002422,A1909055251,1401024438933582
0002423,A1727682262,2333614179373948
0002424,A1032062529,7261994862600295
0002425,A1550490311,6105842256886080
0002426,A1196262798,1761413396236538
0002427,A1946259583,8003032331624462
0002428,A2010271553,5304801463811319
0002429,A1996665277,1858033923314335
0002430,A2077788522,6881150370610861
0002431,A1140720860,2940924734055628
0002432,A1797128116,4383546041458288
0002433,A1778992430,9593705010811113
0002434,A1623328234,6925597281931330
